ident,name,point_type,region,lat,lon,provider,effective_date,source_url,source_page
TIMED,TIMED,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-20.3133333333,21.0000000000,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
UDKOP,UDKOP,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-26.6825555556,15.2467305556,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
UDPOB,UDPOB,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-25.0215333333,17.8865194444,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
UMTOL,UMTOL,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-27.4986527778,20.6612694444,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
UNDON,UNDON,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-17.8766666667,15.9491666667,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
UNLOK,UNLOK,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-17.3916666667,16.8522472222,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
UNPIN,UNPIN,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-24.1817638889,15.0414166667,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
UTANI,UTANI,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-27.2296472222,21.0096666667,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
UTROL,UTROL,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-22.0110055556,16.7320444444,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
UTSAL,UTSAL,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-23.7712055556,17.6834166667,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
UTVUM,UTVUM,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-25.6623250000,15.5344861111,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
UVARA,UVARA,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-23.1372527778,15.5197694444,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
UVGEN,UVGEN,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-22.5736111111,16.9566666667,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
UVKIK,UVKIK,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-22.8927777778,15.1697222222,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
UVORI,UVORI,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-23.2458472222,17.5969583333,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
VEDRY,VEDRY,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-22.4773666667,17.4705750000,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,172
XABEB,XABEB,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-22.7000000000,18.3430555556,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,172
XABLO,XABLO,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-21.4233555556,21.0000000000,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,172
XALVI,XALVI,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-22.9821083333,14.6445777778,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,172
